,DEPTH,GR,NPHI,PE,RHOB,AC,Lithology
51,772.84,77.95,0.242,3.27,2.399,274.32,0
52,772.88,74.65,0.248,3.2,2.404,269.51,0
53,772.92,69.81,0.249,3.1,2.417,264.49,0
54,772.96,69.41,0.245,3.04,2.444,259.4,0
55,773.0,69.94,0.231,3.1,2.471,254.34,0
56,773.04,65.43,0.224,3.31,2.488,249.48,2
57,773.08,59.08,0.221,3.51,2.498,245.01,2
58,773.12,56.39,0.213,3.47,2.504,241.21,2
59,773.16,54.79,0.201,3.3,2.51,238.35,2
60,773.2,54.72,0.201,3.08,2.528,236.65,2
61,773.24,56.8,0.205,2.91,2.547,236.07,2
62,773.28,61.64,0.218,2.94,2.547,236.37,2
63,773.32,66.94,0.222,3.08,2.543,237.09,2
64,773.36,68.61,0.217,3.15,2.547,237.73,2
65,773.4,66.32,0.205,3.19,2.539,237.94,2
66,773.44,60.85,0.194,3.38,2.509,237.59,2
67,773.48,55.89,0.194,3.5,2.486,236.79,2
68,773.52,56.47,0.194,3.37,2.48,235.72,2
69,773.56,58.89,0.199,3.25,2.483,234.58,2
70,773.6,56.54,0.197,3.24,2.496,233.53,2
71,773.64,52.05,0.19,3.25,2.512,232.63,2
72,773.68,48.32,0.18,3.22,2.524,231.9,2
73,773.72,47.81,0.168,3.16,2.541,231.24,2
74,773.76,50.52,0.151,3.27,2.559,230.39,2
75,773.8,51.23,0.139,3.53,2.582,228.98,2
76,773.84,50.6,0.123,3.8,2.618,226.69,2
77,773.88,48.88,0.109,3.98,2.657,223.38,2
78,773.92,46.69,0.098,4.1,2.673,219.24,2
79,773.96,45.73,0.093,4.21,2.677,214.58,2
80,774.0,44.59,0.088,4.14,2.687,209.75,2
81,774.04,45.86,0.087,4.11,2.673,205.0,2
82,774.08,51.09,0.086,4.22,2.647,200.55,2
83,774.12,52.99,0.087,4.31,2.64,196.67,2
84,774.16,52.55,0.089,4.3,2.65,193.8,2
85,774.2,53.76,0.087,4.19,2.663,192.53,2
86,774.24,55.18,0.088,4.12,2.675,193.34,2
87,774.28,53.35,0.094,4.24,2.679,196.38,2
88,774.32,50.25,0.103,4.4,2.674,201.36,2
89,774.36,50.29,0.113,4.23,2.68,207.9,2
90,774.4,55.05,0.119,4.05,2.681,215.51,2
91,774.44,58.94,0.126,4.06,2.662,223.88,2
92,774.48,60.75,0.132,3.96,2.655,232.87,2
93,774.52,62.11,0.14,3.73,2.67,242.36,2
94,774.56,60.17,0.148,3.53,2.673,252.28,2
95,774.6,56.44,0.157,3.49,2.651,262.35,0
96,774.64,60.82,0.16,3.63,2.624,272.17,0
97,774.68,66.3,0.159,3.85,2.594,281.19,0
98,774.72,67.86,0.171,3.93,2.563,289.01,0
99,774.76,69.92,0.188,4.04,2.522,295.53,0
100,774.8,71.67,0.203,3.84,2.477,301.05,0
101,774.84,72.89,0.224,3.49,2.443,306.0,0
102,774.88,72.85,0.25,3.29,2.431,310.64,0
103,774.92,69.67,0.266,3.1,2.421,314.91,0
104,774.96,67.83,0.276,2.83,2.382,318.48,0
105,775.0,72.99,0.283,2.72,2.349,321.16,0
106,775.04,77.23,0.287,2.74,2.341,322.98,0
107,775.08,75.79,0.291,2.6,2.365,324.4,0
108,775.12,77.5,0.283,2.48,2.387,325.95,0
109,775.16,80.13,0.273,2.51,2.395,327.86,0
110,775.2,79.15,0.268,2.56,2.401,329.92,0
111,775.24,80.62,0.278,2.59,2.41,331.64,0
112,775.28,81.9,0.276,2.65,2.419,332.6,0
113,775.32,78.15,0.265,2.68,2.427,332.68,0
114,775.36,76.89,0.259,2.73,2.427,332.09,0
115,775.4,80.74,0.26,2.84,2.418,331.2,0
116,775.44,82.77,0.262,3.02,2.398,330.19,0
117,775.48,79.03,0.259,3.06,2.378,328.89,0
118,775.52,77.39,0.244,2.85,2.377,326.85,0
119,775.56,82.55,0.237,2.61,2.393,323.6,0
120,775.6,88.21,0.234,2.44,2.407,318.95,0
121,775.64,90.15,0.233,2.4,2.412,313.21,0
122,775.68,84.08,0.239,2.38,2.426,307.18,0
123,775.72,71.51,0.25,2.35,2.453,301.82,0
124,775.76,61.17,0.261,2.39,2.472,297.77,0
125,775.8,55.64,0.266,2.46,2.501,295.15,0
126,775.84,51.64,0.265,2.58,2.55,293.56,0
127,775.88,52.18,0.253,2.76,2.641,292.43,0
128,775.92,59.05,0.246,3.16,2.737,291.42,0
129,775.96,65.09,0.239,3.61,2.748,290.52,0
130,776.0,66.8,0.227,3.78,2.718,290.01,0
131,776.04,70.26,0.22,3.99,2.699,290.34,0
132,776.08,77.22,0.227,4.55,2.686,291.85,0
133,776.12,83.05,0.257,5.25,2.645,294.74,0
134,776.16,90.32,0.294,5.2,2.544,298.95,0
135,776.2,95.21,0.303,4.33,2.437,304.16,0
136,776.24,94.89,0.293,3.57,2.4,309.82,0
137,776.28,94.64,0.28,3.19,2.425,315.37,0
138,776.32,92.05,0.273,3.03,2.452,320.45,0
139,776.36,91.82,0.284,2.99,2.461,324.95,0
140,776.4,95.54,0.297,3.05,2.471,328.99,0
141,776.44,93.7,0.296,3.08,2.488,332.75,0
142,776.48,90.25,0.285,3.04,2.508,336.38,0
143,776.52,94.42,0.275,3.12,2.534,339.89,0
144,776.56,102.23,0.263,3.27,2.547,343.28,0
145,776.6,104.94,0.271,3.29,2.531,346.47,1
146,776.64,107.58,0.279,3.25,2.504,349.41,1
147,776.68,109.07,0.285,3.14,2.485,352.06,1
148,776.72,108.09,0.287,3.12,2.483,354.44,1
149,776.76,109.79,0.276,3.16,2.498,356.56,1
150,776.8,112.5,0.286,3.12,2.513,358.46,1
151,776.84,112.22,0.295,2.88,2.503,360.13,1
152,776.88,110.67,0.314,2.65,2.483,361.47,1
153,776.92,114.38,0.317,2.58,2.467,362.29,1
154,776.96,119.77,0.322,2.68,2.453,362.36,1
155,777.0,114.24,0.319,2.76,2.462,361.47,1
156,777.04,108.3,0.31,2.89,2.491,359.54,1
157,777.08,110.46,0.297,3.13,2.487,356.65,1
158,777.12,112.99,0.292,3.15,2.45,352.97,1
159,777.16,110.12,0.285,2.96,2.44,348.77,1
160,777.2,104.41,0.286,2.74,2.471,344.32,0
161,777.24,101.49,0.294,2.58,2.501,339.84,0
162,777.28,99.27,0.303,2.56,2.506,335.52,0
163,777.32,95.24,0.31,2.67,2.503,331.41,0
164,777.36,93.96,0.303,2.92,2.503,327.54,0
165,777.4,95.72,0.287,3.19,2.515,323.79,0
166,777.44,92.13,0.27,3.46,2.529,320.05,0
167,777.48,87.34,0.269,3.67,2.543,316.3,0
168,777.52,90.96,0.277,3.72,2.546,312.65,0
169,777.56,95.37,0.287,3.66,2.525,309.4,0
170,777.6,93.87,0.279,3.49,2.507,306.95,0
171,777.64,88.01,0.278,3.36,2.511,305.63,0
172,777.68,81.43,0.278,3.17,2.521,305.62,0
173,777.72,80.36,0.278,2.99,2.521,306.75,0
174,777.76,86.6,0.279,2.84,2.519,308.56,0
175,777.8,96.61,0.282,2.76,2.521,310.55,0
176,777.84,101.1,0.287,2.77,2.531,312.26,0
177,777.88,98.59,0.291,2.88,2.538,313.5,0
178,777.92,94.18,0.294,3.0,2.538,314.29,0
179,777.96,90.21,0.308,3.01,2.535,314.78,0
180,778.0,88.82,0.311,2.93,2.536,315.2,0
181,778.04,89.77,0.304,2.85,2.545,315.68,0
182,778.08,92.16,0.297,2.86,2.554,316.31,0
183,778.12,92.7,0.296,2.87,2.569,317.03,0
184,778.16,91.33,0.29,2.87,2.572,317.69,0
185,778.2,93.44,0.283,2.97,2.551,318.08,0
186,778.24,98.85,0.282,3.12,2.53,318.09,0
187,778.28,103.81,0.279,3.16,2.525,317.78,0
188,778.32,103.51,0.269,3.26,2.547,317.42,0
189,778.36,95.03,0.27,3.59,2.577,317.4,0
190,778.4,87.73,0.283,3.89,2.582,318.05,0
191,778.44,92.03,0.299,3.65,2.568,319.52,0
192,778.48,102.33,0.294,3.14,2.584,321.63,0
193,778.52,107.81,0.294,2.87,2.615,323.98,0
194,778.56,107.47,0.294,2.92,2.617,326.06,0
195,778.6,106.5,0.292,3.05,2.599,327.5,0
196,778.64,103.74,0.29,3.11,2.604,328.15,0
197,778.68,102.95,0.284,3.17,2.644,328.09,0
198,778.72,107.25,0.281,3.27,2.684,327.51,0
199,778.76,110.71,0.273,3.45,2.653,326.66,0
200,778.8,108.29,0.275,3.57,2.581,325.79,0
201,778.84,103.48,0.285,3.47,2.54,325.11,0
202,778.88,104.14,0.3,3.32,2.526,324.84,0
203,778.92,104.5,0.319,3.29,2.518,325.14,0
204,778.96,100.39,0.311,3.43,2.512,326.03,0
205,779.0,99.14,0.304,3.6,2.499,327.38,0
206,779.04,97.88,0.303,3.43,2.488,328.98,0
207,779.08,90.3,0.311,3.2,2.474,330.63,0
208,779.12,84.23,0.317,3.19,2.454,332.18,0
209,779.16,83.84,0.323,3.36,2.426,333.57,0
210,779.2,83.61,0.332,3.61,2.387,334.75,0
211,779.24,85.77,0.341,3.61,2.347,335.71,0
212,779.28,83.52,0.34,3.24,2.319,336.46,0
213,779.32,78.17,0.341,2.79,2.293,337.05,0
214,779.36,77.74,0.337,2.51,2.271,337.56,0
215,779.4,79.81,0.342,2.4,2.261,338.14,0
216,779.44,82.26,0.336,2.38,2.26,338.89,0
217,779.48,87.97,0.342,2.35,2.263,339.83,0
218,779.52,90.17,0.34,2.3,2.268,340.8,0
219,779.56,85.73,0.34,2.28,2.281,341.58,0
220,779.6,81.06,0.344,2.28,2.299,342.01,0
221,779.64,83.41,0.352,2.31,2.316,342.16,0
222,779.68,89.33,0.355,2.37,2.338,342.39,0
223,779.72,88.57,0.346,2.48,2.349,343.27,0
224,779.76,82.65,0.354,2.57,2.345,345.33,0
225,779.8,79.63,0.377,2.59,2.338,348.91,0
226,779.84,80.92,0.405,2.64,2.333,354.04,0
227,779.88,82.17,0.418,2.66,2.344,360.6,1
228,779.92,81.95,0.426,2.53,2.358,368.31,1
229,779.96,81.17,0.448,2.42,2.334,376.86,1
230,780.0,76.3,0.479,2.38,2.256,385.88,1
231,780.04,61.05,0.501,2.35,2.13,395.02,1
232,780.08,47.95,0.49,2.31,1.998,403.85,3
233,780.12,42.8,0.475,2.32,1.895,412.02,3
234,780.16,36.81,0.461,2.38,1.802,419.28,3
235,780.2,31.69,0.464,2.44,1.684,425.58,3
236,780.24,29.96,0.488,2.23,1.551,431.01,3
237,780.28,28.18,0.507,1.8,1.447,435.53,3
238,780.32,25.55,0.499,1.53,1.39,439.02,3
239,780.36,24.23,0.468,1.48,1.365,441.28,3
240,780.4,24.78,0.472,1.49,1.37,442.27,3
241,780.44,31.42,0.473,1.49,1.397,442.26,3
242,780.48,44.29,0.479,1.52,1.416,441.73,3
243,780.52,52.73,0.514,1.59,1.409,441.27,3
244,780.56,55.44,0.575,1.58,1.413,441.31,3
245,780.6,60.8,0.588,1.45,1.477,442.04,3
246,780.64,71.47,0.582,1.36,1.604,443.38,3
247,780.68,83.55,0.535,1.45,1.762,445.03,3
248,780.72,86.1,0.505,1.46,1.857,446.62,3
249,780.76,81.11,0.507,1.19,1.874,447.76,3
250,780.8,74.03,0.509,1.08,1.874,448.06,3
251,780.84,66.79,0.498,1.27,1.865,447.22,3
252,780.88,62.36,0.527,1.64,1.821,445.07,3
253,780.92,59.33,0.536,1.98,1.723,441.72,3
254,780.96,52.42,0.521,2.05,1.578,437.55,3
255,781.0,46.74,0.51,1.86,1.447,433.09,3
256,781.04,45.38,0.506,1.68,1.386,428.8,3
257,781.08,47.24,0.497,1.63,1.387,424.84,3
258,781.12,53.64,0.484,1.64,1.408,421.03,3
259,781.16,60.5,0.46,1.57,1.42,416.95,3
260,781.2,60.28,0.436,1.44,1.422,412.21,3
261,781.24,59.25,0.428,1.34,1.452,406.49,1
262,781.28,60.2,0.407,1.34,1.54,399.78,1
263,781.32,60.19,0.416,1.47,1.682,392.35,1
264,781.36,62.48,0.421,1.61,1.821,384.75,1
265,781.4,64.82,0.43,1.63,1.9,377.58,1
266,781.44,65.31,0.42,1.57,1.945,371.28,1
267,781.48,65.78,0.391,1.59,2.014,366.02,1
268,781.52,64.44,0.36,1.79,2.116,361.54,1
269,781.56,59.78,0.329,2.12,2.216,357.34,0
270,781.6,60.54,0.308,2.33,2.268,352.89,0
271,781.64,65.34,0.297,2.35,2.267,347.88,0
272,781.68,69.18,0.287,2.31,2.254,342.39,0
273,781.72,68.68,0.27,2.23,2.242,336.8,0
274,781.76,67.56,0.257,2.24,2.234,331.63,0
275,781.8,69.27,0.247,2.3,2.246,327.23,0
276,781.84,69.96,0.261,2.31,2.276,323.68,0
277,781.88,71.44,0.262,2.25,2.289,320.91,0
278,781.92,76.26,0.261,2.21,2.29,318.75,0
279,781.96,79.44,0.257,2.24,2.289,317.08,0
280,782.0,77.73,0.263,2.23,2.29,315.82,0
281,782.04,75.09,0.272,2.19,2.286,314.94,0
282,782.08,72.46,0.279,2.1,2.278,314.47,0
283,782.12,65.1,0.277,2.08,2.269,314.51,0
284,782.16,58.79,0.287,2.12,2.264,315.19,4
285,782.2,58.52,0.289,2.15,2.272,316.7,0
286,782.24,59.98,0.295,2.25,2.262,319.19,0
287,782.28,58.86,0.289,2.31,2.232,322.71,0
288,782.32,54.99,0.285,2.24,2.211,327.15,4
289,782.36,52.87,0.283,2.14,2.206,332.23,4
290,782.4,55.19,0.292,2.09,2.215,337.65,4
291,782.44,58.25,0.308,2.06,2.231,343.1,0
292,782.48,61.03,0.323,2.06,2.244,348.53,0
293,782.52,65.18,0.327,2.1,2.258,354.01,1
294,782.56,68.94,0.314,2.11,2.272,359.6,1
295,782.6,72.39,0.307,2.1,2.29,365.24,1
296,782.64,79.53,0.31,2.1,2.328,370.68,1
297,782.68,88.37,0.318,2.23,2.366,375.62,1
298,782.72,95.05,0.328,2.46,2.383,379.86,1
299,782.76,97.99,0.336,2.66,2.386,383.32,1
300,782.8,100.43,0.352,2.67,2.389,385.96,1
301,782.84,101.91,0.385,2.6,2.399,387.9,1
302,782.88,103.51,0.4,2.69,2.397,389.29,1
303,782.92,108.32,0.402,2.87,2.391,390.43,1
304,782.96,113.56,0.387,2.89,2.405,391.54,1
305,783.0,118.39,0.39,2.87,2.421,392.77,1
306,783.04,116.21,0.404,2.93,2.421,393.97,1
307,783.08,111.56,0.406,2.91,2.424,394.75,1
308,783.12,110.83,0.399,2.87,2.416,394.66,1
309,783.16,112.9,0.391,2.85,2.403,393.36,1
310,783.2,116.23,0.392,2.83,2.406,390.81,1
311,783.24,117.77,0.381,2.77,2.42,387.12,1
312,783.28,117.02,0.364,2.73,2.427,382.36,1
313,783.32,115.07,0.368,2.72,2.425,376.42,1
314,783.36,110.99,0.366,2.73,2.416,369.13,1
315,783.4,109.84,0.355,2.79,2.41,360.68,1
316,783.44,108.45,0.335,2.78,2.425,351.8,1
317,783.48,101.22,0.331,2.69,2.45,343.58,0
318,783.52,86.99,0.321,2.63,2.468,336.86,0
319,783.56,69.0,0.287,2.55,2.473,331.85,0
320,783.6,57.67,0.248,2.51,2.449,328.02,4
321,783.64,52.91,0.227,2.53,2.407,324.55,4
322,783.68,51.45,0.219,2.47,2.376,320.84,4
323,783.72,48.93,0.213,2.36,2.346,316.73,4
324,783.76,42.45,0.204,2.24,2.318,312.55,4
325,783.8,36.61,0.192,2.16,2.294,308.84,4
326,783.84,36.06,0.188,2.13,2.272,306.15,4
327,783.88,38.15,0.192,2.08,2.247,304.9,4
328,783.92,38.49,0.2,1.99,2.219,305.33,4
329,783.96,36.66,0.207,1.91,2.213,307.4,4
330,784.0,34.72,0.215,1.87,2.216,310.93,4
331,784.04,33.75,0.218,1.83,2.21,315.57,4
332,784.08,35.05,0.222,1.76,2.212,320.95,4
333,784.12,36.12,0.227,1.7,2.227,326.79,4
334,784.16,35.86,0.233,1.69,2.229,332.91,4
335,784.2,34.77,0.236,1.71,2.218,339.21,4
336,784.24,33.61,0.25,1.77,2.21,345.5,4
337,784.28,35.05,0.256,1.8,2.214,351.38,4
338,784.32,38.67,0.258,1.78,2.219,356.37,4
339,784.36,39.0,0.254,1.76,2.219,360.01,4
340,784.4,35.96,0.259,1.79,2.209,362.08,4
341,784.44,36.52,0.263,1.85,2.195,362.68,4
342,784.48,39.37,0.264,1.9,2.186,362.11,4
343,784.52,37.94,0.27,1.94,2.182,360.75,4
344,784.56,33.86,0.264,1.95,2.178,358.89,4
345,784.6,30.2,0.263,1.95,2.174,356.79,4
346,784.64,27.96,0.26,1.93,2.177,354.71,4
347,784.68,29.01,0.267,1.88,2.187,352.8,4
348,784.72,30.2,0.275,1.86,2.191,351.13,4
349,784.76,31.57,0.28,1.86,2.193,349.5,4
350,784.8,34.8,0.284,1.83,2.19,347.67,4
351,784.84,37.58,0.29,1.81,2.185,345.48,4
352,784.88,39.72,0.295,1.82,2.182,343.02,4
353,784.92,39.44,0.295,1.81,2.181,340.6,4
354,784.96,37.43,0.301,1.85,2.172,338.66,4
355,785.0,38.72,0.286,1.87,2.162,337.43,4
356,785.04,41.47,0.274,1.83,2.158,336.83,4
357,785.08,39.98,0.266,1.81,2.166,336.5,4
358,785.12,37.05,0.258,1.84,2.185,336.02,4
359,785.16,36.25,0.253,1.84,2.212,335.11,4
360,785.2,36.44,0.249,1.76,2.248,333.76,4
361,785.24,36.72,0.243,1.7,2.282,332.19,4
362,785.28,38.01,0.248,1.7,2.301,330.68,4
363,785.32,39.39,0.257,1.72,2.32,329.42,4
364,785.36,40.06,0.256,1.7,2.348,328.47,4
365,785.4,38.71,0.252,1.7,2.362,327.76,4
366,785.44,36.7,0.247,1.76,2.345,327.24,4
367,785.48,36.41,0.248,1.83,2.324,326.89,4
368,785.52,37.62,0.259,1.9,2.313,326.83,4
369,785.56,36.82,0.266,1.95,2.303,327.24,4
370,785.6,35.74,0.269,1.96,2.288,328.26,4
371,785.64,36.36,0.264,1.94,2.265,329.89,4
372,785.68,38.06,0.259,1.92,2.231,331.96,4
373,785.72,40.27,0.252,1.9,2.21,334.16,4
374,785.76,40.48,0.25,1.83,2.218,336.24,4
375,785.8,41.13,0.253,1.78,2.236,338.03,4
376,785.84,46.31,0.26,1.75,2.239,339.52,4
377,785.88,50.87,0.256,1.79,2.226,340.79,0
378,785.92,47.4,0.262,1.86,2.208,341.93,4
379,785.96,44.27,0.275,1.87,2.195,342.99,4
380,786.0,43.94,0.289,1.81,2.194,343.96,4
381,786.04,42.12,0.289,1.74,2.202,344.84,4
382,786.08,39.47,0.281,1.74,2.205,345.61,4
383,786.12,38.4,0.279,1.82,2.193,346.28,4
384,786.16,38.46,0.281,1.87,2.183,346.95,4
385,786.2,37.3,0.278,1.89,2.187,347.7,4
386,786.24,33.33,0.291,1.91,2.186,348.59,4
387,786.28,30.43,0.302,1.97,2.179,349.65,4
388,786.32,29.32,0.299,2.01,2.172,350.85,4
389,786.36,29.59,0.294,2.01,2.164,352.06,4
390,786.4,30.62,0.286,2.0,2.165,353.19,4
391,786.44,31.9,0.287,1.94,2.171,354.17,4
392,786.48,33.02,0.289,1.84,2.176,355.02,4
393,786.52,31.66,0.288,1.82,2.176,355.81,4
394,786.56,28.66,0.287,1.9,2.169,356.62,4
395,786.6,29.43,0.29,1.96,2.172,357.43,4
396,786.64,31.11,0.293,1.95,2.19,358.12,4
397,786.68,29.77,0.294,1.93,2.207,358.52,4
398,786.72,29.49,0.292,1.9,2.209,358.51,4
399,786.76,32.66,0.28,1.9,2.2,358.05,4
400,786.8,35.05,0.268,1.92,2.196,357.25,4
401,786.84,32.69,0.262,1.91,2.21,356.33,4
402,786.88,30.93,0.269,1.84,2.231,355.56,4
403,786.92,31.5,0.275,1.83,2.226,355.14,4
404,786.96,31.16,0.271,1.89,2.198,355.13,4
405,787.0,31.91,0.263,1.97,2.178,355.47,4
406,787.04,36.22,0.267,2.0,2.176,356.08,4
407,787.08,36.96,0.268,2.01,2.18,356.87,4
408,787.12,33.08,0.275,2.04,2.183,357.83,4
409,787.16,32.4,0.268,1.98,2.196,358.92,4
410,787.2,32.66,0.261,1.94,2.212,360.06,4
411,787.24,34.1,0.259,1.93,2.226,361.04,4
412,787.28,38.68,0.259,1.92,2.234,361.61,4
413,787.32,41.4,0.26,1.9,2.226,361.62,4
414,787.36,41.89,0.266,1.94,2.215,361.1,4
415,787.4,40.55,0.276,2.04,2.206,360.31,4
416,787.44,41.06,0.283,2.11,2.209,359.61,4
417,787.48,43.54,0.28,2.04,2.233,359.25,4
418,787.52,41.87,0.28,1.92,2.25,359.33,4
419,787.56,39.72,0.275,1.93,2.239,359.83,4
420,787.6,39.81,0.279,2.03,2.226,360.64,4
421,787.64,38.91,0.281,2.04,2.224,361.57,4
422,787.68,37.71,0.282,1.93,2.228,362.32,4
423,787.72,39.25,0.279,1.89,2.232,362.7,4
424,787.76,40.68,0.267,1.96,2.238,362.71,4
425,787.8,40.01,0.265,2.02,2.238,362.55,4
426,787.84,40.21,0.27,2.04,2.22,362.54,4
427,787.88,41.09,0.278,1.99,2.194,362.89,4
428,787.92,42.83,0.27,1.94,2.178,363.64,4
429,787.96,46.37,0.264,1.94,2.168,364.62,4
430,788.0,46.32,0.264,1.93,2.17,365.6,4
431,788.04,40.85,0.273,1.86,2.178,366.46,4
432,788.08,38.48,0.281,1.8,2.182,367.11,4
433,788.12,39.33,0.272,1.81,2.176,367.57,4
434,788.16,38.22,0.27,1.86,2.168,367.88,4
435,788.2,38.17,0.276,1.93,2.16,368.05,4
436,788.24,39.78,0.276,2.0,2.154,368.08,4
437,788.28,39.57,0.276,2.08,2.148,367.96,4
438,788.32,38.67,0.28,2.12,2.148,367.74,4
439,788.36,41.74,0.282,2.02,2.161,367.47,4
440,788.4,46.08,0.285,1.82,2.179,367.25,4
441,788.44,47.72,0.279,1.74,2.194,367.09,4
442,788.48,48.49,0.269,1.81,2.204,366.79,4
443,788.52,47.82,0.27,1.95,2.213,366.1,4
444,788.56,47.49,0.279,2.03,2.207,364.82,4
445,788.6,46.94,0.294,2.0,2.194,363.04,4
446,788.64,45.69,0.311,1.92,2.186,361.09,4
447,788.68,47.65,0.303,1.88,2.182,359.31,4
448,788.72,51.86,0.286,1.95,2.173,357.94,4
449,788.76,50.33,0.276,2.1,2.156,356.94,4
450,788.8,44.17,0.269,2.17,2.139,356.19,4
451,788.84,40.78,0.275,2.05,2.137,355.5,4
452,788.88,44.25,0.28,1.94,2.146,354.82,4
453,788.92,47.41,0.282,1.92,2.155,354.19,4
454,788.96,45.41,0.282,1.92,2.155,353.76,4
455,789.0,42.58,0.292,1.95,2.152,353.62,4
456,789.04,42.87,0.295,2.02,2.153,353.86,4
457,789.08,44.7,0.289,2.03,2.165,354.52,4
458,789.12,45.97,0.276,1.95,2.199,355.47,4
459,789.16,48.28,0.278,1.9,2.226,356.61,4
460,789.2,50.72,0.288,1.89,2.225,357.76,4
461,789.24,51.66,0.289,1.83,2.221,358.82,4
462,789.28,50.69,0.3,1.8,2.221,359.81,4
463,789.32,48.62,0.309,1.86,2.206,360.73,4
464,789.36,45.18,0.306,1.93,2.184,361.59,4
465,789.4,43.1,0.308,1.93,2.17,362.25,4
466,789.44,43.53,0.313,1.89,2.158,362.67,4
467,789.48,43.6,0.305,1.85,2.144,362.88,4
468,789.52,41.66,0.294,1.87,2.137,363.06,4
469,789.56,39.67,0.289,1.89,2.14,363.46,4
470,789.6,37.81,0.298,1.88,2.145,364.25,4
471,789.64,37.48,0.304,1.87,2.146,365.4,4
472,789.68,36.76,0.296,1.9,2.151,366.79,4
473,789.72,37.78,0.295,1.94,2.153,368.1,4
474,789.76,40.84,0.301,1.93,2.152,368.97,4
475,789.8,40.54,0.303,1.93,2.151,369.14,4
476,789.84,35.84,0.294,1.96,2.158,368.46,4
477,789.88,33.7,0.289,1.98,2.171,367.06,4
478,789.92,37.55,0.289,1.98,2.177,365.24,4
479,789.96,43.22,0.277,1.96,2.171,363.2,4
480,790.0,47.82,0.263,1.86,2.182,361.06,4
481,790.04,52.69,0.262,1.79,2.202,358.68,4
482,790.08,54.7,0.273,1.84,2.211,355.89,0
483,790.12,53.18,0.278,1.9,2.212,352.57,0
484,790.16,52.57,0.279,1.92,2.209,348.76,4
485,790.2,58.15,0.272,1.9,2.211,344.74,0
486,790.24,67.87,0.27,1.89,2.226,340.93,0
487,790.28,72.12,0.27,1.91,2.246,337.77,0
488,790.32,70.86,0.269,1.88,2.272,335.63,0
489,790.36,71.62,0.273,1.87,2.297,334.7,0
490,790.4,74.16,0.282,1.92,2.321,335.02,0
491,790.44,71.16,0.322,1.96,2.362,336.39,0
492,790.48,64.8,0.379,1.99,2.417,338.46,0
493,790.52,60.69,0.422,2.06,2.451,340.83,0
494,790.56,62.61,0.412,2.1,2.434,343.16,0
495,790.6,65.72,0.389,2.2,2.336,345.25,0
496,790.64,59.88,0.373,2.4,2.197,347.09,0
